tau_anchor,n_queries,mean_anchor_overlap_with_default,mean_n_anchors,mean_nonzero_support_in_top10,mean_anchor_S_trust,mean_anchor_query_rel,mean_anchor_support_ratio
0.7,210,0.9913038548752835,7.542857142857143,3.085714285714286,0.7646376679894181,0.40266171737945033,0.2229109930083145
0.75,210,0.994280045351474,7.542857142857143,2.5142857142857142,0.7650283131141347,0.4024134056717552,0.14796630820105822
0.8,210,1.0,7.542857142857143,0.8857142857142857,0.7649895738851097,0.402438741082513,0.04850265325018897
0.85,210,0.9973015873015874,7.542857142857143,0.7857142857142857,0.7649390818216176,0.40255079119195236,0.023867091269841267
